<<<<<<< HEAD
公益金 -5.4827064052 -4.96905416032
齐齐 -5.00558515048 -5.66802416465
基石 -5.4827064052 -4.82292612464
不已 -5.4827064052 -4.71378165522
感觉良好 -5.4827064052 -5.19090290993
电企之渴 -4.4827064052 -5.66802416465
主网 -5.18167640954 -5.66802416465
家居生活 -5.18167640954 -5.66802416465
而为 -5.00558515048 -5.66802416465
同类 -4.70455515482 -5.66802416465
欲速则不达 -5.4827064052 -5.36699416899
查验 -5.18167640954 -5.66802416465
金股 -4.88064641388 -5.66802416465
尝试性 -5.00558515048 -5.66802416465
国际原油 -5.18167640954 -5.66802416465
网游 -4.52846389576 -5.66802416465
破坏 -4.63760836519 -4.88987291427
创收 -5.4827064052 -4.96905416032
反倾销税 -4.44131372005 -5.66802416465
令人兴奋 -5.4827064052 -5.19090290993
欧巡赛 -5.4827064052 -4.96905416032
耻辱 -5.18167640954 -3.6995412161
澳门 -4.03554837386 -4.11172166389
求证 -4.52846389576 -5.66802416465
福耀 -5.00558515048 -5.66802416465
环线 -5.00558515048 -5.66802416465
假日 -5.18167640954 -5.19090290993
第二代 -4.78373640087 -5.66802416465
雷电 -5.18167640954 -5.36699416899
大肚子 -5.4827064052 -5.19090290993
没道理 -5.4827064052 -5.36699416899
黄晓明 -5.18167640954 -5.66802416465
肢解 -5.4827064052 -5.06596417333
出榜 -5.4827064052 -5.36699416899
讲述 -5.00558515048 -4.55408081235
纯碱 -4.70455515482 -5.66802416465
基只 -5.4827064052 -5.19090290993
球王 -5.4827064052 -3.92766147516
龙凤 -4.88064641388 -5.66802416465
五盘 -5.4827064052 -4.4919329056
房地产业 -4.08476639653 -5.66802416465
交运 -4.52846389576 -5.66802416465
活该 -5.4827064052 -4.96905416032
火暴 -5.00558515048 -5.66802416465
海豚 -5.18167640954 -5.66802416465
恶心 -5.4827064052 -5.36699416899
蔡振华 -5.4827064052 -5.19090290993
德俄 -5.4827064052 -5.36699416899
游泳 -5.18167640954 -3.92766147516
先头 -4.88064641388 -5.66802416465
原来 -5.00558515048 -4.88987291427
死战到底 -5.4827064052 -5.19090290993
五位 -5.4827064052 -5.36699416899
犯晕 -5.4827064052 -5.36699416899
三员 -5.4827064052 -5.36699416899
利乐 -5.00558515048 -5.66802416465
立于不败之地 -5.4827064052 -5.36699416899
对抗性 -5.4827064052 -5.36699416899
空间站 -5.18167640954 -5.66802416465
打牌 -5.4827064052 -5.19090290993
酒杯 -5.4827064052 -4.71378165522
必言胜 -5.4827064052 -5.19090290993
泄流 -4.52846389576 -5.66802416465
布拉 -5.4827064052 -4.96905416032
车神 -5.4827064052 -5.19090290993
匕首 -5.4827064052 -5.36699416899
扼住 -5.4827064052 -5.36699416899
超支 -5.18167640954 -5.66802416465
配件 -5.00558515048 -5.66802416465
花旗 -3.61938354508 -5.66802416465
燃气 -4.2274339001 -5.66802416465
花旦 -5.4827064052 -5.19090290993
车祸 -5.18167640954 -5.36699416899
任丽萍 -5.4827064052 -5.06596417333
赔付 -4.44131372005 -5.66802416465
车票 -5.00558515048 -5.66802416465
帕托 -5.4827064052 -4.463904182
青涩 -4.88064641388 -4.03455570907
金正日 -5.00558515048 -5.66802416465
交流平台 -5.18167640954 -5.66802416465
群芳 -5.4827064052 -4.32560148383
高产出 -5.18167640954 -5.66802416465
三部曲 -5.4827064052 -5.36699416899
令狐冲 -5.4827064052 -5.36699416899
抗上 -5.4827064052 -5.36699416899
唇枪舌剑 -5.4827064052 -5.19090290993
礼让 -5.4827064052 -5.19090290993
端掉 -5.00558515048 -5.66802416465
代表处 -5.18167640954 -5.66802416465
典当业 -4.88064641388 -5.66802416465
张国云 -5.18167640954 -5.66802416465
中金所 -4.70455515482 -5.66802416465
寿司 -5.18167640954 -5.66802416465
溜号 -5.18167640954 -5.66802416465
巴蒂尔 -5.4827064052 -4.19090290993
战需 -5.4827064052 -5.36699416899
双飞 -5.4827064052 -4.96905416032
气温 -5.4827064052 -5.19090290993
应据 -5.18167640954 -5.66802416465
煤气中毒 -5.4827064052 -5.19090290993
下盘 -5.4827064052 -5.36699416899
苯乙烯 -5.18167640954 -5.66802416465
树敌 -5.4827064052 -5.06596417333
五股 -5.18167640954 -5.66802416465
已过期 -5.18167640954 -5.66802416465
托蒂 -5.4827064052 -4.52189612898
来换 -5.4827064052 -5.06596417333
救生艇 -5.18167640954 -5.66802416465
赫巴蒂 -5.4827064052 -4.36699416899
忍受 -5.00558515048 -5.66802416465
盛开 -5.4827064052 -5.06596417333
赵惠连 -5.4827064052 -5.36699416899
敬意 -5.4827064052 -4.76493417766
学员 -5.4827064052 -5.36699416899
德卡 -5.4827064052 -4.96905416032
指点江山 -5.4827064052 -4.43757524328
儒帅 -5.4827064052 -5.06596417333
许诺 -5.18167640954 -4.66802416465
标点符号 -5.4827064052 -5.36699416899
城队 -5.4827064052 -5.36699416899
崇州 -5.18167640954 -5.66802416465
密报 -5.4827064052 -5.19090290993
星月 -5.4827064052 -3.75421031227
剑法 -5.4827064052 -5.06596417333
眼睛 -5.4827064052 -4.82292612464
逾涨 -5.00558515048 -5.66802416465
科罗拉多 -5.4827064052 -5.36699416899
弥缝 -4.88064641388 -5.66802416465
光顾 -5.4827064052 -5.36699416899
浙援川 -5.18167640954 -5.66802416465
实验 -4.88064641388 -5.06596417333
土耳 -5.4827064052 -4.82292612464
农牧民 -4.88064641388 -5.66802416465
初衷 -5.00558515048 -5.66802416465
叛敌 -5.4827064052 -5.36699416899
不买账 -4.88064641388 -4.96905416032
中金 -5.18167640954 -5.66802416465
茂化实华 -4.78373640087 -5.66802416465
叛国 -5.4827064052 -4.76493417766
中重 -5.4827064052 -5.36699416899
哀思 -5.4827064052 -4.3892705637
裁撤 -5.18167640954 -5.66802416465
外销 -4.70455515482 -5.66802416465
顶替 -5.4827064052 -4.2366604005
网通 -3.63144805649 -4.71378165522
内陆 -4.70455515482 -5.66802416465
太软 -5.4827064052 -4.96905416032
狩野 -5.4827064052 -5.36699416899
加强监督 -4.88064641388 -5.66802416465
名角 -5.4827064052 -4.04477487426
换阵 -5.4827064052 -5.19090290993
忠义 -5.4827064052 -5.36699416899
摘要 -4.08476639653 -5.66802416465
令金德 -5.4827064052 -5.36699416899
北海港 -5.18167640954 -5.66802416465
准备会 -5.4827064052 -4.36699416899
补票 -5.4827064052 -5.36699416899
分销 -5.00558515048 -5.66802416465
超载 -5.18167640954 -5.36699416899
朱保国 -4.63760836519 -5.66802416465
电台 -5.4827064052 -4.463904182
发短信 -5.4827064052 -4.96905416032
上前 -5.4827064052 -5.19090290993
停步 -5.00558515048 -5.66802416465
相互配合 -5.4827064052 -5.36699416899
带回 -5.4827064052 -5.06596417333
停止 -4.10249516349 -4.82292612464
经贸关系 -5.00558515048 -5.66802416465
多功能 -5.18167640954 -5.66802416465
借油 -5.00558515048 -5.66802416465
纽约 -3.66316246966 -3.61494572117
拿到 -4.3687630529 -4.4919329056
战五胜 -5.4827064052 -5.36699416899
南京日报 -5.4827064052 -5.36699416899
无处 -5.4827064052 -4.1239561203
小降 -5.4827064052 -5.36699416899
突遭 -4.78373640087 -4.96905416032
美俄 -5.18167640954 -5.66802416465
中央财政 -4.20395280425 -5.66802416465
斯伍德 -5.18167640954 -5.66802416465
融资 -3.13440154216 -5.66802416465
中老年 -5.4827064052 -5.36699416899
主攻手 -5.4827064052 -5.36699416899
突遇 -4.52846389576 -5.66802416465
波尔多 -5.4827064052 -4.82292612464
讲师团 -5.4827064052 -5.19090290993
围甲 -5.4827064052 -3.52189612898
坐标 -5.18167640954 -5.66802416465
周继红 -5.4827064052 -4.41275165955
再至 -5.00558515048 -5.66802416465
首场 -4.88064641388 -3.7235414925
本局 -5.4827064052 -5.19090290993
复生 -5.4827064052 -5.36699416899
绒业 -4.88064641388 -5.66802416465
三农 -4.3687630529 -5.66802416465
部门经理 -5.18167640954 -5.66802416465
智运会 -5.4827064052 -4.463904182
无名指 -5.4827064052 -5.36699416899
胜赔 -5.4827064052 -5.36699416899
三军 -5.4827064052 -5.36699416899
人权 -4.88064641388 -5.66802416465
术后 -5.4827064052 -5.36699416899
地缘 -5.00558515048 -5.66802416465
震慑 -5.4827064052 -4.43757524328
吕志 -5.00558515048 -5.66802416465
登顶 -5.4827064052 -3.89717215301
大不相同 -5.4827064052 -5.36699416899
光华 -4.30661514615 -5.66802416465
两相宜 -5.18167640954 -5.36699416899
丰厚 -4.78373640087 -5.19090290993
庞秀生 -5.18167640954 -5.66802416465
行装 -5.4827064052 -5.36699416899
港客 -5.18167640954 -5.66802416465
口水 -5.4827064052 -4.30629632864
外带 -5.18167640954 -5.66802416465
古柯 -5.18167640954 -5.66802416465
痛下 -5.4827064052 -5.36699416899
伤员 -4.40352515916 -4.3892705637
诈骗 -4.52846389576 -5.06596417333
邯钢 -4.57961641821 -5.66802416465
深航 -5.00558515048 -5.66802416465
护具 -5.4827064052 -4.88987291427
口气 -5.4827064052 -5.36699416899
温馨 -5.18167640954 -4.3892705637
欺诈 -4.4827064052 -5.66802416465
明天科技 -4.88064641388 -5.66802416465
外币 -4.88064641388 -5.66802416465
基和拜 -5.4827064052 -5.36699416899
临停 -4.63760836519 -5.66802416465
被禁 -5.4827064052 -5.36699416899
脚踝 -5.4827064052 -4.16287418633
猛龙 -5.4827064052 -4.17666247082
不怒 -5.4827064052 -5.36699416899
撼不动 -5.00558515048 -5.66802416465
不怕 -4.4827064052 -4.3892705637
进更 -5.4827064052 -5.36699416899
未战 -5.4827064052 -4.4919329056
喝彩 -4.88064641388 -4.43757524328
未成 -5.4827064052 -5.36699416899
蓝驰 -5.18167640954 -5.66802416465
两姐妹 -5.4827064052 -5.36699416899
忠勇 -5.4827064052 -4.88987291427
父老乡亲 -5.4827064052 -5.36699416899
打卤面 -5.4827064052 -5.19090290993
奢望 -5.4827064052 -4.82292612464
研究部 -5.18167640954 -5.66802416465
科勒 -5.4827064052 -4.17666247082
大意失荆州 -5.4827064052 -4.96905416032
节能降耗 -4.88064641388 -5.66802416465
斯德哥尔摩 -5.4827064052 -5.06596417333
股票行情 -5.18167640954 -5.66802416465
宏润 -4.63760836519 -5.66802416465
不怪 -5.4827064052 -5.19090290993
不予 -5.4827064052 -5.36699416899
受刺激 -5.4827064052 -5.19090290993
中国台湾 -5.00558515048 -5.06596417333
复仇者 -5.4827064052 -5.19090290993
陈志武 -5.18167640954 -5.66802416465
众议院 -5.00558515048 -5.66802416465
脚踢 -5.4827064052 -4.88987291427
公愤 -5.4827064052 -5.36699416899
球票 -5.4827064052 -4.3892705637
骨牌 -5.18167640954 -5.36699416899
欲帅 -5.4827064052 -5.36699416899
攀谈 -5.4827064052 -5.19090290993
政策主张 -5.18167640954 -5.66802416465
传染性 -5.00558515048 -5.66802416465
保险机构 -5.18167640954 -5.66802416465
往日 -5.4827064052 -5.06596417333
大爆 -5.4827064052 -5.19090290993
衷心 -5.4827064052 -4.96905416032
与会 -4.88064641388 -5.66802416465
纵身 -5.4827064052 -5.36699416899
大命 -5.4827064052 -5.19090290993
集琦 -4.44131372005 -5.66802416465
未婚 -5.18167640954 -5.66802416465
意属 -5.18167640954 -5.66802416465
航意险 -5.18167640954 -5.66802416465
国内外 -3.91450468114 -5.36699416899
白日梦 -5.4827064052 -5.19090290993
抽空 -5.4827064052 -4.82292612464
二十年 -4.88064641388 -5.06596417333
量化 -5.18167640954 -5.66802416465
莱因 -5.4827064052 -5.19090290993
停付 -4.88064641388 -5.66802416465
唐建 -5.18167640954 -5.66802416465
尾巴 -5.4827064052 -5.19090290993
里卡多 -5.4827064052 -4.41275165955
手法 -5.18167640954 -5.66802416465
愧疚 -5.4827064052 -5.36699416899
残障儿童 -5.18167640954 -5.66802416465
美国政府 -4.88064641388 -5.66802416465
灾难 -4.08476639653 -4.6266314795
避免 -3.82949389143 -4.2366604005
包月 -5.18167640954 -5.66802416465
难解之谜 -5.4827064052 -5.36699416899
紧追 -5.4827064052 -4.6266314795
克国 -5.4827064052 -4.88987291427
年金 -5.00558515048 -5.66802416465
望远镜 -5.18167640954 -5.36699416899
敦豪 -4.88064641388 -5.66802416465
净流入 -4.88064641388 -5.66802416465
穆尼奇 -5.4827064052 -5.36699416899
电闪雷鸣 -5.4827064052 -4.88987291427
一脸茫然 -5.4827064052 -5.19090290993
叫做 -5.4827064052 -5.36699416899
叫停 -3.91450468114 -5.36699416899
财权 -5.18167640954 -5.66802416465
景观 -5.4827064052 -4.463904182
护法 -5.4827064052 -5.36699416899
宏观 -4.16048711047 -5.66802416465
咽下 -4.57961641821 -5.66802416465
袁浩 -5.4827064052 -5.36699416899
反洗钱 -4.78373640087 -5.66802416465
杳无音讯 -5.4827064052 -5.19090290993
格拉塞 -5.4827064052 -5.36699416899
一心 -5.4827064052 -4.71378165522
亲赴 -5.4827064052 -4.58884291861
尽现 -5.4827064052 -5.36699416899
鼓舞 -5.4827064052 -4.43757524328
戈麦斯 -5.4827064052 -3.88269432964
肌肉发达 -5.4827064052 -4.76493417766
扳成 -5.4827064052 -4.76493417766
军情 -5.4827064052 -4.88987291427
首功 -5.4827064052 -5.06596417333
难局 -5.4827064052 -5.36699416899
妙手 -5.4827064052 -5.06596417333
佩佩跳 -5.4827064052 -5.19090290993
公牛队 -5.4827064052 -4.66802416465
意见书 -5.18167640954 -5.66802416465
助湖 -5.4827064052 -4.88987291427
建起 -4.78373640087 -4.30629632864
桑德罗 -5.4827064052 -5.06596417333
捉摸 -5.4827064052 -5.19090290993
冷风 -5.4827064052 -5.36699416899
暗度陈仓 -5.4827064052 -5.36699416899
封装 -4.78373640087 -5.66802416465
五月份 -4.4827064052 -5.19090290993
唱高调 -5.4827064052 -5.36699416899
华而不实 -5.4827064052 -5.36699416899
乌龟 -5.18167640954 -5.66802416465
乌龙 -5.4827064052 -4.58884291861
辛苦 -5.18167640954 -5.66802416465
低开 -3.70455515482 -5.66802416465
布冯秀 -5.4827064052 -5.36699416899
应会 -5.00558515048 -5.66802416465
按兵不动 -4.70455515482 -5.66802416465
非政府 -5.18167640954 -5.66802416465
咫尺之遥 -5.4827064052 -5.36699416899
供大于求 -4.88064641388 -5.66802416465
金杯 -4.88064641388 -4.6266314795
民风 -5.4827064052 -5.36699416899
最旺 -5.18167640954 -4.43757524328
领先 -3.95122748816 -3.32560148383
腰杆 -5.00558515048 -5.66802416465
新低 -3.36543510955 -5.19090290993
伦堡 -5.4827064052 -5.36699416899
最早 -4.78373640087 -4.88987291427
老妪 -5.4827064052 -4.82292612464
老妖 -5.4827064052 -5.19090290993
捧杯 -5.4827064052 -4.00526633297
拼命 -4.88064641388 -4.55408081235
新都区 -5.18167640954 -5.66802416465
没来 -5.4827064052 -5.36699416899
复产防 -5.18167640954 -5.66802416465
领养 -5.4827064052 -5.06596417333
宝成铁路 -4.4827064052 -5.66802416465
限买 -5.00558515048 -5.66802416465
纤维素 -5.00558515048 -5.66802416465
绿茵场 -5.4827064052 -4.76493417766
记住 -5.4827064052 -4.82292612464
墙脚 -5.18167640954 -5.66802416465
可休 -5.00558515048 -5.66802416465
向天歌 -5.4827064052 -5.36699416899
百亿 -3.76670306157 -4.82292612464
郭为 -5.18167640954 -5.66802416465
屠戮 -5.4827064052 -5.36699416899
开销 -5.4827064052 -5.19090290993
阿列克 -5.4827064052 -5.36699416899
走俏 -4.88064641388 -5.06596417333
崇高 -5.18167640954 -5.66802416465
百事 -5.00558515048 -5.19090290993
空竹 -5.4827064052 -4.4919329056
一体机 -4.88064641388 -5.66802416465
江门 -5.00558515048 -5.66802416465
抬手 -5.4827064052 -5.36699416899
满城 -5.4827064052 -5.36699416899
座谈 -5.18167640954 -5.66802416465
百井 -5.18167640954 -5.66802416465
质量检查 -5.00558515048 -5.66802416465
蛟龙 -5.18167640954 -5.19090290993
之国 -5.4827064052 -5.19090290993
欧锦 -5.4827064052 -5.36699416899
第六天 -5.00558515048 -5.66802416465
高空作业 -5.4827064052 -5.36699416899
点间 -5.18167640954 -5.66802416465
晏紫曾 -5.4827064052 -5.36699416899
孔庙 -5.4827064052 -5.36699416899
鲁泰 -4.63760836519 -5.66802416465
坚持 -3.92640390444 -4.00526633297
首聚 -5.18167640954 -5.66802416465
马斯葛 -5.18167640954 -5.66802416465
坚挺 -4.3687630529 -5.19090290993
举止端庄 -5.4827064052 -5.36699416899
仿效 -5.4827064052 -4.96905416032
先小人后 -5.4827064052 -5.19090290993
喧嚣 -5.4827064052 -5.19090290993
车库 -5.18167640954 -5.66802416465
本末倒置 -4.63760836519 -5.66802416465
还贷 -4.4827064052 -5.66802416465
制糖 -5.00558515048 -5.66802416465
电子化 -5.18167640954 -5.66802416465
背离 -4.33657836953 -5.66802416465
挨冻 -5.4827064052 -5.36699416899
密会 -5.4827064052 -5.06596417333
女性 -4.52846389576 -4.76493417766
电媒 -4.2274339001 -5.66802416465
沪指 -3.0278615452 -5.66802416465
算盘 -5.4827064052 -5.19090290993
夜航 -4.88064641388 -5.66802416465
蒲式耳 -5.18167640954 -5.66802416465
冷号 -5.4827064052 -4.88987291427
地头蛇 -4.78373640087 -5.36699416899
遗失 -5.4827064052 -5.36699416899
贝巴 -5.4827064052 -5.19090290993
吸货 -5.18167640954 -5.66802416465
第一张 -4.88064641388 -4.82292612464
预托 -5.18167640954 -5.66802416465
觊觎 -4.44131372005 -5.66802416465
成塞国 -5.4827064052 -5.19090290993
七八成 -5.4827064052 -5.36699416899
客车 -3.93863836085 -4.55408081235
亚欧大陆 -5.18167640954 -5.66802416465
浩淼 -5.4827064052 -3.83551525195
急忙 -5.18167640954 -5.66802416465
走马灯 -5.4827064052 -5.36699416899
已临 -5.4827064052 -5.06596417333
吴昊 -5.4827064052 -4.27008415598
鲍春来 -5.4827064052 -4.13654524761
任勇 -5.18167640954 -5.66802416465
中国航天科技集团 -5.00558515048 -5.66802416465
满盘皆输 -5.4827064052 -5.19090290993
补时 -5.4827064052 -4.16287418633
已为 -5.18167640954 -5.66802416465
风趣 -5.4827064052 -5.36699416899
力渡 -5.4827064052 -5.36699416899
陕甘 -4.88064641388 -5.66802416465
李利明 -5.18167640954 -5.66802416465
棒喝 -5.18167640954 -5.66802416465
王博 -5.4827064052 -5.19090290993
压小 -5.18167640954 -5.66802416465
禁毒 -4.88064641388 -5.66802416465
喜爱 -5.18167640954 -5.19090290993
川汶 -5.4827064052 -5.36699416899
不合格者 -5.4827064052 -5.36699416899
黑发 -5.4827064052 -5.36699416899
计价 -5.00558515048 -5.66802416465
优秀 -4.52846389576 -4.11172166389
喜爆 -5.4827064052 -5.36699416899
下游 -4.10249516349 -5.66802416465
已不 -5.4827064052 -5.06596417333
居高 -5.00558515048 -5.66802416465
真正 -4.18167640954 -3.86184419067
党员 -5.00558515048 -5.19090290993
满场 -5.4827064052 -4.88987291427
光辉 -5.18167640954 -5.66802416465
亚商 -5.18167640954 -5.66802416465
老家伙 -5.4827064052 -5.19090290993
登前 -5.18167640954 -5.66802416465
水球 -5.4827064052 -5.36699416899
折射 -4.63760836519 -4.82292612464
外汇局 -4.20395280425 -5.66802416465
逆境 -4.57961641821 -4.58884291861
座次 -5.18167640954 -5.06596417333
类人 -5.00558515048 -5.66802416465
白袜 -5.4827064052 -5.36699416899
商铺 -5.00558515048 -5.66802416465
洽购 -4.70455515482 -5.66802416465
亚军 -4.63760836519 -3.6073263243
产品 -3.28404931825 -4.1239561203
煞费苦心 -5.18167640954 -5.06596417333
难以逾越 -5.4827064052 -5.36699416899
万鸿 -4.78373640087 -5.66802416465
瓦萨 -5.4827064052 -5.06596417333
非常 -4.08476639653 -3.96045398856
赛龙舟 -5.4827064052 -5.19090290993
学校 -3.90292280859 -4.52189612898
中国富豪 -5.18167640954 -5.66802416465
告捷 -5.4827064052 -4.01481165088
被续 -5.18167640954 -5.66802416465
所得 -5.18167640954 -5.19090290993
上下游 -4.70455515482 -5.66802416465
更年期 -5.4827064052 -5.06596417333
尔兵 -5.4827064052 -5.36699416899
南海 -4.57961641821 -5.66802416465
千古 -5.4827064052 -4.88987291427
解放者 -5.4827064052 -4.20562616676
锐步 -5.4827064052 -4.55408081235
信念 -5.4827064052 -5.19090290993
千只 -4.52846389576 -5.66802416465
雪前 -5.4827064052 -5.36699416899
绩效 -5.18167640954 -5.66802416465
港报 -5.4827064052 -4.96905416032
物管费 -4.88064641388 -5.66802416465
硝化棉 -4.88064641388 -5.66802416465
尔克 -5.18167640954 -5.36699416899
出现 -3.16048711047 -3.91214930898
被绑 -5.4827064052 -5.36699416899
促升 -5.18167640954 -5.66802416465
第四位 -5.4827064052 -4.96905416032
悉尼 -5.4827064052 -4.66802416465
观望 -3.70455515482 -4.96905416032
高空 -5.4827064052 -4.25305081668
再生能源 -4.3687630529 -5.66802416465
无冕之 -5.4827064052 -5.19090290993
十分 -4.20395280425 -4.3892705637
拓日新能 -4.27858642255 -5.66802416465
探亲 -5.4827064052 -5.19090290993
足球报 -5.4827064052 -4.30629632864
哈顿 -5.4827064052 -5.36699416899
首站 -5.00558515048 -4.71378165522
屯河 -5.00558515048 -5.66802416465
瑟乔夫 -5.4827064052 -5.19090290993
留住 -5.4827064052 -4.2366604005
利润 -3.35885476424 -5.36699416899
偏锋 -5.4827064052 -5.19090290993
真情流露 -5.4827064052 -5.36699416899
马蔚华 -4.18167640954 -5.66802416465
凶手 -5.4827064052 -5.06596417333
科里纳 -5.4827064052 -4.82292612464
足球场 -5.4827064052 -5.06596417333
资源化 -5.00558515048 -5.66802416465
解说员 -5.4827064052 -4.6266314795
欲破苦手 -5.4827064052 -5.36699416899
稳步前进 -5.18167640954 -5.66802416465
明显增强 -5.18167640954 -5.66802416465
示好 -5.4827064052 -4.2366604005
康顺 -5.18167640954 -5.66802416465
抬棺 -5.4827064052 -5.19090290993
诊断书 -5.4827064052 -5.19090290993
进入状态 -5.4827064052 -4.96905416032
有鬼 -5.4827064052 -5.36699416899
违法行为 -4.57961641821 -5.66802416465
引致 -5.18167640954 -5.66802416465
圣保罗 -5.4827064052 -4.30629632864
初审 -5.00558515048 -5.66802416465
短线交易 -4.70455515482 -5.66802416465
缺点 -5.4827064052 -4.96905416032
渐入 -5.00558515048 -5.06596417333
王亚伟 -5.18167640954 -5.66802416465
瓦斯 -5.18167640954 -5.19090290993
置业 -3.75031264538 -5.66802416465
名家 -5.00558515048 -5.36699416899
棒染 -5.4827064052 -5.36699416899
或禁 -5.18167640954 -5.66802416465
将马 -4.88064641388 -5.66802416465
名宿 -5.4827064052 -3.6266314795
火焰 -5.00558515048 -4.58884291861
商报 -5.4827064052 -3.68125243039
半路出家 -5.4827064052 -4.96905416032
甲骨文公司 -5.18167640954 -5.66802416465
搞小动作 -5.4827064052 -5.36699416899
蓝鳍 -5.18167640954 -5.66802416465
戏剧性 -5.4827064052 -4.76493417766
走到 -5.00558515048 -5.06596417333
白牙 -5.4827064052 -5.36699416899
软件 -3.6566316025 -4.76493417766
打道回府 -5.4827064052 -4.96905416032
博多 -5.4827064052 -4.88987291427
舜天 -4.78373640087 -4.02457148817
增补 -5.18167640954 -5.66802416465
横飞 -5.4827064052 -5.19090290993
首富 -4.3687630529 -5.66802416465
摘球 -5.4827064052 -5.19090290993
乃是 -5.4827064052 -5.06596417333
博大 -5.00558515048 -4.88987291427
花钱 -4.70455515482 -5.06596417333
利益集团 -5.00558515048 -5.66802416465
管住 -5.18167640954 -5.66802416465
激增 -4.20395280425 -5.66802416465
意队 -5.4827064052 -4.88987291427
一口价 -5.18167640954 -5.66802416465
无人问津 -4.78373640087 -5.66802416465
持枪 -5.4827064052 -4.82292612464
太紧张 -5.4827064052 -5.06596417333
好美股 -5.18167640954 -5.66802416465
未经 -5.18167640954 -5.66802416465
配额 -4.63760836519 -5.66802416465
月光 -5.18167640954 -5.19090290993
挺胸 -5.4827064052 -5.19090290993
富士通 -5.4827064052 -4.58884291861
鲜吃遍天 -5.4827064052 -4.96905416032
月入 -5.00558515048 -5.36699416899
着眼 -4.88064641388 -4.96905416032
编号 -5.4827064052 -4.96905416032
冯亚兰 -5.4827064052 -5.36699416899
杀一儆百 -5.4827064052 -5.36699416899
双拉响 -5.4827064052 -5.36699416899
简述 -5.4827064052 -4.88987291427
雷纳望 -5.4827064052 -5.36699416899
情牵 -5.4827064052 -5.06596417333
一个点 -5.4827064052 -5.19090290993
启东市 -5.18167640954 -5.66802416465
最挺 -5.4827064052 -5.36699416899
收高 -3.91450468114 -5.66802416465
高工 -5.00558515048 -5.66802416465
强对流 -5.18167640954 -5.66802416465
掘金 -4.16048711047 -3.95202082102
安德松 -5.4827064052 -5.36699416899
握手 -5.00558515048 -3.91983613765
独而非 -5.18167640954 -5.66802416465
同场 -5.4827064052 -4.71378165522
陈映璇 -5.18167640954 -5.66802416465
惊现 -4.10249516349 -3.46662704033
澳元 -4.57961641821 -5.66802416465
刘元 -5.4827064052 -5.06596417333
宽幅 -4.63760836519 -5.66802416465
连城 -5.00558515048 -5.66802416465
拉扯 -5.4827064052 -5.36699416899
各为其主 -5.4827064052 -5.06596417333
改来 -5.00558515048 -5.66802416465
优质服务 -5.18167640954 -5.66802416465
改写 -4.52846389576 -4.16287418633
开场白 -5.4827064052 -5.19090290993
随机应变 -5.4827064052 -5.06596417333
华菱 -4.70455515482 -5.66802416465
草率 -5.4827064052 -5.19090290993
通知书 -5.00558515048 -5.36699416899
放逐 -5.4827064052 -5.06596417333
纪录 -4.20395280425 -3.24151290329
惹人眼 -5.4827064052 -5.36699416899
专区 -5.00558515048 -5.19090290993
女郎 -5.4827064052 -4.06596417333
突紧 -4.88064641388 -5.66802416465
国药 -4.52846389576 -5.66802416465
上要 -5.4827064052 -5.19090290993
净胜 -5.4827064052 -5.36699416899
美足 -5.4827064052 -5.06596417333
本岛 -5.18167640954 -5.66802416465
新闻纸 -4.52846389576 -5.66802416465
斑白 -5.4827064052 -5.36699416899
一斤 -5.18167640954 -5.66802416465
打翻 -5.4827064052 -4.41275165955
表店 -5.4827064052 -5.36699416899
麻药 -5.4827064052 -5.19090290993
架空 -4.57961641821 -4.82292612464
支招 -4.4827064052 -4.00526633297
封盖 -5.4827064052 -4.01481165088
累计 -3.60189281292 -4.88987291427
封盘 -4.88064641388 -5.66802416465
苏联 -5.4827064052 -5.19090290993
人口 -4.25225748383 -5.06596417333
一方 -5.18167640954 -5.66802416465
酒店用品 -5.18167640954 -5.66802416465
华微电子 -4.70455515482 -5.66802416465
资产重组 -3.61347468547 -5.66802416465
行高管 -5.00558515048 -5.66802416465
龙涤 -5.18167640954 -5.66802416465
新牛 -5.18167640954 -5.66802416465
龙润 -5.18167640954 -5.66802416465
统筹 -4.88064641388 -5.66802416465
泰穆 -5.4827064052 -4.88987291427
打铁 -5.4827064052 -5.36699416899
新版 -5.00558515048 -5.19090290993
梳得 -5.4827064052 -5.36699416899
出厂价格 -4.52846389576 -5.66802416465
愉悦 -4.88064641388 -5.36699416899
除去 -5.4827064052 -5.36699416899
巨巢 -5.18167640954 -5.66802416465
一大半 -5.18167640954 -5.66802416465
种族歧视 -5.4827064052 -5.19090290993
定乾坤 -5.4827064052 -4.6266314795
李佳薇 -5.4827064052 -4.96905416032
豆油 -4.63760836519 -5.66802416465
油压 -5.18167640954 -5.66802416465
另一半 -5.4827064052 -5.06596417333
软件工程 -5.18167640954 -5.66802416465
汉朝 -5.4827064052 -5.36699416899
领导层 -5.4827064052 -5.36699416899
畅通 -4.63760836519 -5.66802416465
紧要关头 -5.18167640954 -5.66802416465
撤柜 -5.18167640954 -5.66802416465
节能灯 -4.52846389576 -5.66802416465
如若 -5.4827064052 -5.36699416899
恰逢 -5.18167640954 -5.19090290993
酋长 -5.4827064052 -4.96905416032
加按息 -5.00558515048 -5.66802416465
覆没 -5.4827064052 -5.19090290993
双城记 -5.4827064052 -5.36699416899
规格 -5.00558515048 -4.96905416032
